data_ano,id_municipio,id_especie,area_ha
31/12/2014,11,2,0
31/12/2015,11,2,0
31/12/2016,11,2,0
31/12/2014,11,3,86
31/12/2015,11,3,86
31/12/2016,11,3,118
31/12/2014,12,1,0
31/12/2015,12,1,0
31/12/2016,12,1,0
31/12/2014,12,2,0
31/12/2015,12,2,0
31/12/2016,12,2,0
31/12/2014,12,3,105
31/12/2015,12,3,102
31/12/2016,12,3,139
31/12/2014,13,1,0
31/12/2015,13,1,0
31/12/2016,13,1,0
31/12/2014,13,2,0
31/12/2015,13,2,0
31/12/2016,13,2,0
31/12/2014,13,3,532
31/12/2015,13,3,516
31/12/2016,13,3,706
31/12/2014,14,1,0
31/12/2015,14,1,0
31/12/2016,14,1,0
31/12/2014,14,2,0
31/12/2015,14,2,0
31/12/2016,14,2,4800
31/12/2014,14,3,104
31/12/2015,14,3,110
31/12/2016,14,3,150
31/12/2014,15,1,0
31/12/2015,15,1,0
31/12/2016,15,1,0
31/12/2014,15,2,0
31/12/2015,15,2,0
31/12/2016,15,2,0
31/12/2014,15,3,153
31/12/2015,15,3,153
31/12/2016,15,3,209
31/12/2014,16,1,0
31/12/2015,16,1,0
31/12/2016,16,1,0
31/12/2014,16,2,0
31/12/2015,16,2,0
31/12/2016,16,2,0
31/12/2014,16,3,15
31/12/2015,16,3,11
31/12/2016,16,3,15
31/12/2014,17,1,0
31/12/2015,17,1,0
31/12/2016,17,1,0
31/12/2014,17,2,0
31/12/2015,17,2,0
31/12/2016,17,2,0
31/12/2014,17,3,310
31/12/2015,17,3,299
31/12/2016,17,3,409
31/12/2014,18,1,0
31/12/2015,18,1,0
31/12/2016,18,1,0
31/12/2014,18,2,0
31/12/2015,18,2,0
31/12/2016,18,2,0
31/12/2014,18,3,8
31/12/2015,18,3,8
31/12/2016,18,3,11
31/12/2014,19,1,0
31/12/2015,19,1,0
31/12/2016,19,1,0
31/12/2014,19,2,0
31/12/2015,19,2,0
31/12/2016,19,2,0
31/12/2014,19,3,723
31/12/2015,19,3,665
31/12/2016,19,3,909
31/12/2014,20,1,0
31/12/2015,20,1,0
31/12/2016,20,1,0
31/12/2014,20,2,0
31/12/2015,20,2,0
31/12/2016,20,2,0
31/12/2014,20,3,50
31/12/2015,20,3,45
31/12/2016,20,3,62
31/12/2014,21,1,0
31/12/2015,21,1,0
31/12/2016,21,1,0
31/12/2014,21,2,0
31/12/2015,21,2,0
31/12/2016,21,2,0
31/12/2014,21,3,106
31/12/2015,21,3,101
31/12/2016,21,3,138
31/12/2014,22,1,0
31/12/2015,22,1,0
31/12/2016,22,1,0
31/12/2014,22,2,0
31/12/2015,22,2,0
31/12/2016,22,2,0
31/12/2014,22,3,120
31/12/2015,22,3,120
31/12/2016,22,3,164
31/12/2014,23,1,0
31/12/2015,23,1,0
31/12/2016,23,1,0
31/12/2014,23,2,0
31/12/2015,23,2,0
31/12/2016,23,2,0
31/12/2014,23,3,80
31/12/2015,23,3,70
31/12/2016,23,3,96
31/12/2014,24,1,0
31/12/2015,24,1,0
31/12/2016,24,1,0
31/12/2014,24,2,0
31/12/2015,24,2,0
31/12/2016,24,2,0
31/12/2014,24,3,150
31/12/2015,24,3,144
31/12/2016,24,3,197
31/12/2014,25,1,0
31/12/2015,25,1,0
31/12/2016,25,1,0
31/12/2014,25,2,0
31/12/2015,25,2,0
31/12/2016,25,2,0
31/12/2014,25,3,222
31/12/2015,25,3,225
31/12/2016,25,3,308
31/12/2014,26,1,0
31/12/2015,26,1,0
31/12/2016,26,1,0
31/12/2014,26,2,0
31/12/2015,26,2,0
31/12/2016,26,2,0
31/12/2014,26,3,2500
31/12/2015,26,3,2400
31/12/2016,26,3,3282
31/12/2014,27,1,0
31/12/2015,27,1,0
31/12/2016,27,1,0
31/12/2014,27,2,0
31/12/2015,27,2,0
31/12/2016,27,2,0
31/12/2014,27,3,56
31/12/2015,27,3,56
31/12/2016,27,3,77
31/12/2014,28,1,0
31/12/2015,28,1,0
31/12/2016,28,1,0
31/12/2014,28,2,0
31/12/2015,28,2,0
31/12/2016,28,2,0
31/12/2014,28,3,360
31/12/2015,28,3,360
31/12/2016,28,3,492
31/12/2014,29,1,0
31/12/2015,29,1,0
31/12/2016,29,1,0
31/12/2014,29,2,0
31/12/2015,29,2,0
31/12/2016,29,2,0
31/12/2014,29,3,73
31/12/2015,29,3,73
31/12/2016,29,3,100
31/12/2014,30,1,0
31/12/2015,30,1,0
31/12/2016,30,1,0
31/12/2014,30,2,0
31/12/2015,30,2,0
31/12/2016,30,2,0
31/12/2014,30,3,1487
31/12/2015,30,3,2019
31/12/2016,30,3,0
31/12/2014,31,1,0
31/12/2015,31,1,0
31/12/2016,31,1,0
31/12/2014,31,2,0
31/12/2015,31,2,0
31/12/2016,31,2,0
31/12/2014,31,3,8488
31/12/2015,31,3,7260
31/12/2016,31,3,0
31/12/2014,32,1,0
31/12/2015,32,1,0
31/12/2016,32,1,0
31/12/2014,32,2,0
31/12/2015,32,2,0
31/12/2016,32,2,0
31/12/2014,32,3,16129
31/12/2015,32,3,15138
31/12/2016,32,3,0
31/12/2014,33,1,0
31/12/2015,33,1,0
31/12/2016,33,1,0
31/12/2014,33,2,0
31/12/2015,33,2,0
31/12/2016,33,2,0
31/12/2014,33,3,3783
31/12/2015,33,3,4843
31/12/2016,33,3,347
31/12/2014,34,1,0
31/12/2015,34,1,0
31/12/2016,34,1,0
31/12/2014,34,2,0
31/12/2015,34,2,0
31/12/2016,34,2,0
31/12/2014,34,3,17205
31/12/2015,34,3,17205
31/12/2016,34,3,2808
31/12/2014,35,1,0
31/12/2015,35,1,0
31/12/2016,35,1,0
31/12/2014,35,2,0
31/12/2015,35,2,0
31/12/2016,35,2,0
31/12/2014,35,3,0
31/12/2015,35,3,0
31/12/2016,35,3,222
31/12/2014,36,1,0
31/12/2015,36,1,0
31/12/2016,36,1,0
31/12/2014,36,2,0
31/12/2015,36,2,0
31/12/2016,36,2,0
31/12/2014,36,3,0
31/12/2015,36,3,0
31/12/2016,36,3,1820
31/12/2014,37,1,0
31/12/2015,37,1,0
31/12/2016,37,1,0
31/12/2014,37,2,0
31/12/2015,37,2,0
31/12/2016,37,2,0
31/12/2014,37,3,0
31/12/2015,37,3,0
31/12/2016,37,3,625
31/12/2014,38,1,0
31/12/2015,38,1,0
31/12/2016,38,1,0
31/12/2014,38,2,0
31/12/2015,38,2,0
31/12/2016,38,2,0
31/12/2014,38,3,0
31/12/2015,38,3,0
31/12/2016,38,3,3594
31/12/2014,39,1,0
31/12/2015,39,1,0
31/12/2016,39,1,0
31/12/2014,39,2,0
31/12/2015,39,2,0
31/12/2016,39,2,0
31/12/2014,39,3,0
31/12/2015,39,3,0
31/12/2016,39,3,974
31/12/2014,40,1,0
31/12/2015,40,1,0
31/12/2016,40,1,0
31/12/2014,40,2,0
31/12/2015,40,2,0
31/12/2016,40,2,0
31/12/2014,40,3,50
31/12/2015,40,3,0
31/12/2016,40,3,0
31/12/2014,41,1,720
31/12/2015,41,1,900
31/12/2016,41,1,1100
31/12/2014,41,2,0
31/12/2015,41,2,0
31/12/2016,41,2,0
31/12/2014,41,3,240
31/12/2015,41,3,155
31/12/2016,41,3,200
31/12/2014,42,1,0
31/12/2015,42,1,0
31/12/2016,42,1,0
31/12/2014,42,2,0
31/12/2015,42,2,0
31/12/2016,42,2,0
31/12/2014,42,3,0
31/12/2015,42,3,1653
31/12/2016,42,3,1653
31/12/2014,43,1,57001
31/12/2015,43,1,39656
31/12/2016,43,1,38835
31/12/2014,43,2,0
31/12/2015,43,2,0
31/12/2016,43,2,0
31/12/2014,43,3,0
31/12/2015,43,3,0
31/12/2016,43,3,0
31/12/2014,44,1,0
31/12/2015,44,1,0
31/12/2016,44,1,2
31/12/2014,44,2,0
31/12/2015,44,2,0
31/12/2016,44,2,0
31/12/2014,44,3,0
31/12/2015,44,3,0
31/12/2016,44,3,280
31/12/2014,45,1,0
31/12/2015,45,1,0
31/12/2016,45,1,0
31/12/2014,45,2,0
31/12/2015,45,2,0
31/12/2016,45,2,0
31/12/2014,45,3,200
31/12/2015,45,3,140
31/12/2016,45,3,200
31/12/2014,46,1,0
31/12/2015,46,1,544
31/12/2016,46,1,1100
31/12/2014,46,2,0
31/12/2015,46,2,0
31/12/2016,46,2,0
31/12/2014,46,3,0
31/12/2015,46,3,0
31/12/2016,46,3,0
31/12/2014,47,1,0
31/12/2015,47,1,475
31/12/2016,47,1,475
31/12/2014,47,2,0
31/12/2015,47,2,0
31/12/2016,47,2,0
31/12/2014,47,3,0
31/12/2015,47,3,0
31/12/2016,47,3,0
31/12/2014,48,1,2388
31/12/2015,48,1,2500
31/12/2016,48,1,2000
31/12/2014,48,2,0
31/12/2015,48,2,0
31/12/2016,48,2,0
31/12/2014,48,3,1000
31/12/2015,48,3,1000
31/12/2016,48,3,900
31/12/2014,49,1,0
31/12/2015,49,1,0
31/12/2016,49,1,0
31/12/2014,49,2,0
31/12/2015,49,2,0
31/12/2016,49,2,0
31/12/2014,49,3,0
31/12/2015,49,3,0
31/12/2016,49,3,35
31/12/2014,50,1,30000
31/12/2015,50,1,35900
31/12/2016,50,1,29000
31/12/2014,50,2,0
31/12/2015,50,2,0
31/12/2016,50,2,0
31/12/2014,50,3,5282
31/12/2015,50,3,5500
31/12/2016,50,3,5000
31/12/2014,51,1,2000
31/12/2015,51,1,2000
31/12/2016,51,1,1970
31/12/2014,51,2,0
31/12/2015,51,2,0
31/12/2016,51,2,0
31/12/2014,51,3,1000
31/12/2015,51,3,1000
31/12/2016,51,3,980
31/12/2014,52,1,0
31/12/2015,52,1,0
31/12/2016,52,1,0
31/12/2014,52,2,0
31/12/2015,52,2,0
31/12/2016,52,2,0
31/12/2014,52,3,0
31/12/2015,52,3,1600
31/12/2016,52,3,1600
31/12/2014,53,1,0
31/12/2015,53,1,0
31/12/2016,53,1,100
31/12/2014,53,2,0
31/12/2015,53,2,0
31/12/2016,53,2,0
31/12/2014,53,3,0
31/12/2015,53,3,0
31/12/2016,53,3,0
31/12/2014,54,1,0
31/12/2015,54,1,0
31/12/2016,54,1,2000
31/12/2014,54,2,0
31/12/2015,54,2,0
31/12/2016,54,2,0
31/12/2014,54,3,0
31/12/2015,54,3,0
31/12/2016,54,3,0
31/12/2014,55,1,0
31/12/2015,55,1,14
31/12/2016,55,1,14
31/12/2014,55,2,0
31/12/2015,55,2,0
31/12/2016,55,2,0
31/12/2014,55,3,0
31/12/2015,55,3,6
31/12/2016,55,3,6
31/12/2014,56,1,0
31/12/2015,56,1,0
31/12/2016,56,1,0
31/12/2014,56,2,0
31/12/2015,56,2,0
31/12/2016,56,2,0
31/12/2014,56,3,100
31/12/2015,56,3,0
31/12/2016,56,3,0
31/12/2014,57,1,0
31/12/2015,57,1,1419
31/12/2016,57,1,1521
31/12/2014,57,2,0
31/12/2015,57,2,0
31/12/2016,57,2,0
31/12/2014,57,3,0
31/12/2015,57,3,0
31/12/2016,57,3,0
31/12/2014,58,1,30
31/12/2015,58,1,100
31/12/2016,58,1,90
31/12/2014,58,2,0
31/12/2015,58,2,0
31/12/2016,58,2,0
31/12/2014,58,3,200
31/12/2015,58,3,250
31/12/2016,58,3,250
31/12/2014,59,1,0
31/12/2015,59,1,0
31/12/2016,59,1,0
31/12/2014,59,2,0
31/12/2015,59,2,0
31/12/2016,59,2,0
31/12/2014,59,3,1886
31/12/2015,59,3,350
31/12/2016,59,3,350
31/12/2014,60,1,30000
31/12/2015,60,1,28500
31/12/2016,60,1,32000
31/12/2014,60,2,0
31/12/2015,60,2,0
31/12/2016,60,2,0
31/12/2014,60,3,10000
31/12/2015,60,3,9500
31/12/2016,60,3,10500
31/12/2014,61,1,0
31/12/2015,61,1,0
31/12/2016,61,1,0
31/12/2014,61,2,0
31/12/2015,61,2,0
31/12/2016,61,2,0
31/12/2014,61,3,675
31/12/2015,61,3,690
31/12/2016,61,3,0
31/12/2014,62,1,0
31/12/2015,62,1,0
31/12/2016,62,1,0
31/12/2014,62,2,0
31/12/2015,62,2,0
31/12/2016,62,2,0
31/12/2014,62,3,0
31/12/2015,62,3,0
31/12/2016,62,3,0
31/12/2014,63,1,1620
31/12/2015,63,1,3000
31/12/2016,63,1,6000
31/12/2014,63,2,0
31/12/2015,63,2,0
31/12/2016,63,2,0
31/12/2014,63,3,9400
31/12/2015,63,3,10000
31/12/2016,63,3,11900
31/12/2014,64,1,0
31/12/2015,64,1,1547
31/12/2016,64,1,1230
31/12/2014,64,2,0
31/12/2015,64,2,0
31/12/2016,64,2,0
31/12/2014,64,3,0
31/12/2015,64,3,0
31/12/2016,64,3,0
31/12/2014,65,1,30
31/12/2015,65,1,100
31/12/2016,65,1,80
31/12/2014,65,2,0
31/12/2015,65,2,0
31/12/2016,65,2,0
31/12/2014,65,3,200
31/12/2015,65,3,250
31/12/2016,65,3,250
31/12/2014,66,1,50
31/12/2015,66,1,100
31/12/2016,66,1,90
31/12/2014,66,2,0
31/12/2015,66,2,0
31/12/2016,66,2,0
31/12/2014,66,3,200
31/12/2015,66,3,200
31/12/2016,66,3,200
31/12/2014,67,1,40300
31/12/2015,67,1,38310
31/12/2016,67,1,37300
31/12/2014,67,2,0
31/12/2015,67,2,0
31/12/2016,67,2,0
31/12/2014,67,3,12400
31/12/2015,67,3,11900
31/12/2016,67,3,12500
31/12/2014,68,1,0
31/12/2015,68,1,0
31/12/2016,68,1,0
31/12/2014,68,2,0
31/12/2015,68,2,0
31/12/2016,68,2,0
31/12/2014,68,3,0
31/12/2015,68,3,3
31/12/2016,68,3,3
31/12/2014,69,1,16371
31/12/2015,69,1,24702
31/12/2016,69,1,24702
31/12/2014,69,2,3
31/12/2015,69,2,3
31/12/2016,69,2,3
31/12/2014,69,3,176
31/12/2015,69,3,176
31/12/2016,69,3,176
31/12/2014,70,1,3526
31/12/2015,70,1,172420
31/12/2016,70,1,174420
31/12/2014,70,2,50
31/12/2015,70,2,0
31/12/2016,70,2,0
31/12/2014,70,3,0
31/12/2015,70,3,0
31/12/2016,70,3,0
31/12/2014,71,1,5884
31/12/2015,71,1,7844
31/12/2016,71,1,7844
31/12/2014,71,2,50
31/12/2015,71,2,0
31/12/2016,71,2,0
31/12/2014,71,3,0
31/12/2015,71,3,0
31/12/2016,71,3,0
31/12/2014,72,1,8113
31/12/2015,72,1,11460
31/12/2016,72,1,11460
31/12/2014,72,2,8
31/12/2015,72,2,7
31/12/2016,72,2,7
31/12/2014,72,3,1152
31/12/2015,72,3,900
31/12/2016,72,3,0
31/12/2014,73,1,991
31/12/2015,73,1,1119
31/12/2016,73,1,1119
31/12/2014,73,2,273
31/12/2015,73,2,38
31/12/2016,73,2,38
31/12/2014,73,3,0
31/12/2015,73,3,1483
31/12/2016,73,3,1483
31/12/2014,74,1,0
31/12/2015,74,1,0
31/12/2016,74,1,142
31/12/2014,74,2,0
31/12/2015,74,2,0
31/12/2016,74,2,3
31/12/2014,74,3,396
31/12/2015,74,3,0
31/12/2016,74,3,2
31/12/2014,75,1,4309
31/12/2015,75,1,4309
31/12/2016,75,1,4309
31/12/2014,75,2,340
31/12/2015,75,2,340
31/12/2016,75,2,340
31/12/2014,75,3,0
31/12/2015,75,3,0
31/12/2016,75,3,0
31/12/2014,76,1,0
31/12/2015,76,1,0
31/12/2016,76,1,0
31/12/2014,76,2,400
31/12/2015,76,2,400
31/12/2016,76,2,100
31/12/2014,76,3,0
31/12/2015,76,3,0
31/12/2016,76,3,0
31/12/2014,77,1,800
31/12/2015,77,1,760
31/12/2016,77,1,760
31/12/2014,77,2,0
31/12/2015,77,2,0
31/12/2016,77,2,0
31/12/2014,77,3,0
31/12/2015,77,3,0
31/12/2016,77,3,0
31/12/2014,78,1,7160
31/12/2015,78,1,8317
31/12/2016,78,1,9124
31/12/2014,78,2,0
31/12/2015,78,2,0
31/12/2016,78,2,0
31/12/2014,78,3,0
31/12/2015,78,3,0
31/12/2016,78,3,0
31/12/2014,79,1,2218
31/12/2015,79,1,2218
31/12/2016,79,1,2218
31/12/2014,79,2,0
31/12/2015,79,2,0
31/12/2016,79,2,0
31/12/2014,79,3,0
31/12/2015,79,3,0
31/12/2016,79,3,0
31/12/2014,80,1,0
31/12/2015,80,1,500
31/12/2016,80,1,500
31/12/2014,80,2,0
31/12/2015,80,2,0
31/12/2016,80,2,0
31/12/2014,80,3,0
31/12/2015,80,3,0
31/12/2016,80,3,0
31/12/2014,81,1,300
31/12/2015,81,1,300
31/12/2016,81,1,300
31/12/2014,81,2,0
31/12/2015,81,2,0
31/12/2016,81,2,0
31/12/2014,81,3,2
31/12/2015,81,3,2
31/12/2016,81,3,2
31/12/2014,82,1,9236
31/12/2015,82,1,9236
31/12/2016,82,1,9236
31/12/2014,82,2,0
31/12/2015,82,2,0
31/12/2016,82,2,0
31/12/2014,82,3,0
31/12/2015,82,3,0
31/12/2016,82,3,0
31/12/2014,83,1,3132
31/12/2015,83,1,3556
31/12/2016,83,1,3556
31/12/2014,83,2,0
31/12/2015,83,2,0
31/12/2016,83,2,0
31/12/2014,83,3,0
31/12/2015,83,3,0
31/12/2016,83,3,0
31/12/2014,84,1,320
31/12/2015,84,1,320
31/12/2016,84,1,320
31/12/2014,84,2,0
31/12/2015,84,2,0
31/12/2016,84,2,0
31/12/2014,84,3,0
31/12/2015,84,3,0
31/12/2016,84,3,0
31/12/2014,85,1,0
31/12/2015,85,1,0
31/12/2016,85,1,0
31/12/2014,85,2,0
31/12/2015,85,2,0
31/12/2016,85,2,0
31/12/2014,85,3,475
31/12/2015,85,3,475
31/12/2016,85,3,475
31/12/2014,86,1,3842
31/12/2015,86,1,3842
31/12/2016,86,1,3842
31/12/2014,86,2,0
31/12/2015,86,2,0
31/12/2016,86,2,0
31/12/2014,86,3,0
31/12/2015,86,3,0
31/12/2016,86,3,0
31/12/2014,87,1,1231
31/12/2015,87,1,1564
31/12/2016,87,1,1564
31/12/2014,87,2,0
31/12/2015,87,2,0
31/12/2016,87,2,0
31/12/2014,87,3,0
31/12/2015,87,3,0
31/12/2016,87,3,0
31/12/2014,88,1,550
31/12/2015,88,1,560
31/12/2016,88,1,560
31/12/2014,88,2,0
31/12/2015,88,2,0
31/12/2016,88,2,0
31/12/2014,88,3,0
31/12/2015,88,3,0
31/12/2016,88,3,0
31/12/2014,89,1,18421
31/12/2015,89,1,18421
31/12/2016,89,1,18421
31/12/2014,89,2,0
31/12/2015,89,2,0
31/12/2016,89,2,0
31/12/2014,89,3,0
31/12/2015,89,3,0
31/12/2016,89,3,0
31/12/2014,90,1,0
31/12/2015,90,1,683
31/12/2016,90,1,683
31/12/2014,90,2,0
31/12/2015,90,2,0
31/12/2016,90,2,0
31/12/2014,90,3,0
31/12/2015,90,3,0
31/12/2016,90,3,0
31/12/2014,91,1,488
31/12/2015,91,1,488
31/12/2016,91,1,488
31/12/2014,91,2,0
31/12/2015,91,2,0
31/12/2016,91,2,0
31/12/2014,91,3,0
31/12/2015,91,3,0
31/12/2016,91,3,0
31/12/2014,92,1,0
31/12/2015,92,1,0
31/12/2016,92,1,2
31/12/2014,92,2,0
31/12/2015,92,2,0
31/12/2016,92,2,0
31/12/2014,92,3,0
31/12/2015,92,3,0
31/12/2016,92,3,1
31/12/2014,93,1,1840
31/12/2015,93,1,1840
31/12/2016,93,1,1850
31/12/2014,93,2,0
31/12/2015,93,2,0
31/12/2016,93,2,0
31/12/2014,93,3,0
31/12/2015,93,3,0
31/12/2016,93,3,0
31/12/2014,94,1,0
31/12/2015,94,1,0
31/12/2016,94,1,0
31/12/2014,94,2,0
31/12/2015,94,2,0
31/12/2016,94,2,0
31/12/2014,94,3,68
31/12/2015,94,3,68
31/12/2016,94,3,68
31/12/2014,95,1,2440
31/12/2015,95,1,2440
31/12/2016,95,1,2440
31/12/2014,95,2,0
31/12/2015,95,2,0
31/12/2016,95,2,0
31/12/2014,95,3,420
31/12/2015,95,3,420
31/12/2016,95,3,420
31/12/2014,96,1,65
31/12/2015,96,1,65
31/12/2016,96,1,0
31/12/2014,96,2,0
31/12/2015,96,2,0
31/12/2016,96,2,0
31/12/2014,96,3,0
31/12/2015,96,3,0
31/12/2016,96,3,0
31/12/2014,97,1,0
31/12/2015,97,1,0
31/12/2016,97,1,0
31/12/2014,97,2,0
31/12/2015,97,2,0
31/12/2016,97,2,0
31/12/2014,97,3,180
31/12/2015,97,3,0
31/12/2016,97,3,0
31/12/2014,98,1,7415
31/12/2015,98,1,7415
31/12/2016,98,1,7415
31/12/2014,98,2,0
31/12/2015,98,2,0
31/12/2016,98,2,0
31/12/2014,98,3,0
31/12/2015,98,3,0
31/12/2016,98,3,0
31/12/2014,99,1,4146
31/12/2015,99,1,4146
31/12/2016,99,1,4007
31/12/2014,99,2,0
31/12/2015,99,2,0
31/12/2016,99,2,0
31/12/2014,99,3,0
31/12/2015,99,3,0
31/12/2016,99,3,0
31/12/2014,100,1,400
31/12/2015,100,1,400
31/12/2016,100,1,400
31/12/2014,100,2,0
31/12/2015,100,2,0
31/12/2016,100,2,0
31/12/2014,100,3,0
31/12/2015,100,3,0
31/12/2016,100,3,0
31/12/2014,101,1,534
31/12/2015,101,1,534
31/12/2016,101,1,780
31/12/2014,101,2,0
31/12/2015,101,2,0
31/12/2016,101,2,0
31/12/2014,101,3,5
31/12/2015,101,3,5
31/12/2016,101,3,0
31/12/2014,102,1,5000
31/12/2015,102,1,2500
31/12/2016,102,1,2500
31/12/2014,102,2,0
31/12/2015,102,2,0
31/12/2016,102,2,0
31/12/2014,102,3,2022
31/12/2015,102,3,1190
31/12/2016,102,3,1190
31/12/2014,103,1,524
31/12/2015,103,1,524
31/12/2016,103,1,524
31/12/2014,103,2,0
31/12/2015,103,2,0
31/12/2016,103,2,0
31/12/2014,103,3,0
31/12/2015,103,3,0
31/12/2016,103,3,0
31/12/2014,104,1,380
31/12/2015,104,1,380
31/12/2016,104,1,380
31/12/2014,104,2,0
31/12/2015,104,2,0
31/12/2016,104,2,0
31/12/2014,104,3,0
31/12/2015,104,3,0
31/12/2016,104,3,0
31/12/2014,105,1,800
31/12/2015,105,1,800
31/12/2016,105,1,800
31/12/2014,105,2,0
31/12/2015,105,2,0
31/12/2016,105,2,0
31/12/2014,105,3,265
31/12/2015,105,3,265
31/12/2016,105,3,265
31/12/2014,106,1,9128
31/12/2015,106,1,9128
31/12/2016,106,1,9078
31/12/2014,106,2,0
31/12/2015,106,2,0
31/12/2016,106,2,0
31/12/2014,106,3,0
31/12/2015,106,3,0
31/12/2016,106,3,0
31/12/2014,107,1,400
31/12/2015,107,1,400
31/12/2016,107,1,400
31/12/2014,107,2,0
31/12/2015,107,2,0
31/12/2016,107,2,0
31/12/2014,107,3,0
31/12/2015,107,3,0
31/12/2016,107,3,0
31/12/2014,108,1,0
31/12/2015,108,1,0
31/12/2016,108,1,0
31/12/2014,108,2,0
31/12/2015,108,2,0
31/12/2016,108,2,0
31/12/2014,108,3,0
31/12/2015,108,3,0
31/12/2016,108,3,38
31/12/2014,109,1,0
31/12/2015,109,1,222
31/12/2016,109,1,222
31/12/2014,109,2,0
31/12/2015,109,2,0
31/12/2016,109,2,0
31/12/2014,109,3,0
31/12/2015,109,3,0
31/12/2016,109,3,0
31/12/2014,110,1,320
31/12/2015,110,1,320
31/12/2016,110,1,320
31/12/2014,110,2,0
31/12/2015,110,2,0
31/12/2016,110,2,0
31/12/2014,110,3,0
31/12/2015,110,3,0
31/12/2016,110,3,0
31/12/2014,111,1,0
31/12/2015,111,1,0
31/12/2016,111,1,0
31/12/2014,111,2,0
31/12/2015,111,2,0
31/12/2016,111,2,0
31/12/2014,111,3,168
31/12/2015,111,3,0
31/12/2016,111,3,0
31/12/2014,112,1,150
31/12/2015,112,1,120
31/12/2016,112,1,90
31/12/2014,112,2,0
31/12/2015,112,2,0
31/12/2016,112,2,0
31/12/2014,112,3,0
31/12/2015,112,3,0
31/12/2016,112,3,0
31/12/2014,113,1,0
31/12/2015,113,1,0
31/12/2016,113,1,17
31/12/2014,113,2,0
31/12/2015,113,2,0
31/12/2016,113,2,0
31/12/2014,113,3,0
31/12/2015,113,3,0
31/12/2016,113,3,0
31/12/2014,114,1,150
31/12/2015,114,1,0
31/12/2016,114,1,0
31/12/2014,114,2,0
31/12/2015,114,2,0
31/12/2016,114,2,0
31/12/2014,114,3,0
31/12/2015,114,3,0
31/12/2016,114,3,0
31/12/2014,115,1,0
31/12/2015,115,1,0
31/12/2016,115,1,0
31/12/2014,115,2,0
31/12/2015,115,2,0
31/12/2016,115,2,0
31/12/2014,115,3,246
31/12/2015,115,3,246
31/12/2016,115,3,0
31/12/2014,116,1,0
31/12/2015,116,1,0
31/12/2016,116,1,0
31/12/2014,116,2,0
31/12/2015,116,2,0
31/12/2016,116,2,0
31/12/2014,116,3,0
31/12/2015,116,3,0
31/12/2016,116,3,0
31/12/2014,117,1,650
31/12/2015,117,1,650
31/12/2016,117,1,1450
31/12/2014,117,2,0
31/12/2015,117,2,0
31/12/2016,117,2,0
31/12/2014,117,3,0
31/12/2015,117,3,0
31/12/2016,117,3,0
31/12/2014,118,1,290
31/12/2015,118,1,290
31/12/2016,118,1,290
31/12/2014,118,2,0
31/12/2015,118,2,0
31/12/2016,118,2,0
31/12/2014,118,3,0
31/12/2015,118,3,0
31/12/2016,118,3,0
31/12/2014,119,1,525
