id_venda,id_produto,quantidade,data_venda,id_cliente
95e0f150-5676-3d2a-9112-27d36d0fac11,296,7,1980-08-16 00:08:55+00:00,42
72693bc7-ffd7-3afd-8145-2dede51b6d3d,296,5,1988-10-01 13:19:23+00:00,43
b0610b2b-9ba3-3ab3-b1b1-04db8b2564cb,296,3,1971-10-31 17:22:48+00:00,44
3098f101-3d9a-30e8-b391-5cb48524966f,296,2,2008-11-30 15:27:03+00:00,45
075b18f9-16c2-3f35-980b-f45e27758e2b,296,3,2004-01-13 05:34:22+00:00,46
c5d0e9be-b4b4-3921-9fb3-6c7e1dabc79a,296,6,1970-04-20 00:52:16+00:00,47
e00a6d40-b59b-354d-bac4-fc0e0513c2af,296,5,2006-03-08 17:45:48+00:00,48
3ebf82db-6795-3f37-ab94-73240a0eb3da,296,1,2002-04-21 02:02:39+00:00,49
f295e669-457c-36e4-931b-e81a00af37ee,296,1,2004-04-05 22:00:52+00:00,50
22d38dae-b732-3127-83ba-5c9520466ff9,366,4,1984-08-02 09:56:43+00:00,1
bd5fdbf4-656a-353e-a6cb-0c940fa1e0de,366,6,2002-06-28 07:28:26+00:00,51
5ae98e20-bf51-3384-b75d-18ab1e5ecbee,366,6,1988-06-05 05:18:36+00:00,52
f456bc28-5377-3343-916f-57d454727556,366,6,2007-01-05 08:50:22+00:00,53
9cf83d84-c363-3156-90e9-ce19a81e84df,366,5,1979-10-06 20:22:43+00:00,54
feff0c40-a664-310f-8e73-b0ea42ccf2e9,366,7,1984-11-18 16:06:23+00:00,55
8db0c013-b853-37c2-bf92-39dff61c1c08,366,3,1973-07-14 09:47:20+00:00,56
2d6ea6d4-992c-3ac6-b505-1aa8d2dba084,366,4,1983-08-23 17:55:39+00:00,9
f9c1c239-96bf-3ee5-a239-185b5195f3e2,366,6,1988-08-15 22:12:49+00:00,57
c271d749-f312-3c5a-9ce9-ba06c9ee4264,366,7,1996-07-26 05:30:36+00:00,58
92d55a64-bdd3-35d0-a54c-e21379772d91,366,7,2008-08-01 07:17:49+00:00,59
45f4e125-c5a0-3d91-bedd-3ef9d6c3c3f2,366,6,2012-07-14 16:58:25+00:00,60
a83b9982-ea89-3944-8696-f86a78c6bb5f,366,1,1991-10-24 09:17:37+00:00,61
a25e96fb-0dfc-3a60-9beb-c2a1edf99180,366,6,2002-10-15 01:41:46+00:00,62
978456c2-b96b-3582-a1a3-25aa98aec517,366,7,1971-10-26 02:39:22+00:00,63
6a588ba4-2955-35ce-959a-1d405ac0d062,366,1,1983-03-15 10:26:26+00:00,64
ccee6906-dcf1-39cd-bb5f-2c5f1c3bc82a,366,1,2004-11-19 14:20:22+00:00,65
7e641e6b-eab4-3963-b79b-ea321fdb57d1,366,5,1990-05-06 23:53:45+00:00,66
4098dc7a-87d5-36e3-8cc5-331bad0aabbd,366,6,1983-11-03 05:20:02+00:00,67
efa2ac81-f632-3b77-9fe7-57c8e245b6cb,366,6,1983-10-30 21:32:56+00:00,68
c80188d0-7e54-3868-b97d-c7c4575e9b9e,366,7,1991-10-27 09:56:45+00:00,69
32900c17-5e3b-3fa4-a6ab-94be278b8b0f,366,7,2005-04-25 06:41:05+00:00,70
e6523110-5512-36b7-8b47-f179e8ceb1b2,366,5,2008-07-13 16:22:28+00:00,71
797d7611-83b5-3e96-bb03-67fa6b5f0b0a,366,4,2003-09-29 11:52:07+00:00,72
18463f22-ec3a-3457-ad19-2da54136d58a,366,4,1977-05-22 12:57:33+00:00,73
600134ca-13be-3206-8672-5a4477abd516,366,7,2008-07-16 06:21:30+00:00,74
89002380-cd5b-3311-8484-d4abc7f11469,366,7,2014-04-17 18:19:34+00:00,75
b7fcba31-4ffe-31bf-b197-97e608941f1e,366,6,2015-01-20 05:36:02+00:00,76
3c631cde-2614-3cf4-8305-3926487e2ec1,366,6,1985-04-02 11:52:45+00:00,77
652d846e-e694-3da4-90e7-418b4e0be154,366,1,1999-08-31 19:24:27+00:00,78
e1b1718e-e7fb-32f7-8afb-3890aff29f24,366,7,1979-01-13 05:34:12+00:00,79
3768da78-bb4f-31f2-8c29-d81807903391,366,1,2018-11-16 15:10:16+00:00,80
6f3c982a-a8b0-3c46-a916-e8a7c4f5ad97,366,6,1985-10-07 23:46:32+00:00,81
eb5ac7c7-42a2-3109-a038-0e2bce3f885c,366,5,2017-06-14 12:29:50+00:00,82
74139b79-01b2-3ed0-a5ac-d08e313c6bb8,366,5,1970-03-02 02:54:48+00:00,83
4b85d2d2-00da-309f-be9a-0cecead20472,366,4,2005-06-03 14:40:55+00:00,84
1d8d9e0c-f3b0-3937-86e6-ddd914f37e8e,366,5,1970-06-12 23:35:33+00:00,85
d255fc75-0c34-3b33-a351-d0266762598b,366,1,1979-02-06 16:01:08+00:00,86
dcfe5080-14cc-334a-9b40-226be880e891,366,5,2013-06-01 17:35:33+00:00,87
095a4377-9d19-36ad-8da3-f51473c085ee,366,1,2005-12-20 10:58:07+00:00,88
134e99b2-36cc-37af-a81f-20ac34cf1b61,366,2,1977-05-15 21:00:05+00:00,89
d75388ba-0a05-3d0a-8638-5201c88a65b0,366,6,2000-02-29 19:46:56+00:00,90
ad57f713-1108-31f5-a36a-63ffa738403c,366,7,1981-07-29 23:53:12+00:00,91
83ebaae9-4ef5-39f3-9607-f40e4514fd70,366,4,1973-10-10 23:17:42+00:00,92
03f7b447-c1ac-3b52-84e3-bd0253f0057e,366,2,2018-11-13 03:57:31+00:00,93
561f39dd-afdb-390d-b0a4-e7a04c4b5603,366,4,1993-05-08 14:57:56+00:00,94
513ef30b-4528-338f-ad60-75f3bb7688ae,366,7,2002-08-22 02:58:33+00:00,95
27e8f2ac-2e9e-30ac-8d16-89b1f30dfee6,366,5,2015-05-12 23:27:50+00:00,96
b2554165-e655-3856-ab7f-d30c57cd3e06,366,4,2006-12-06 00:12:08+00:00,97
0e36c1e7-28ab-3710-983e-bffa6dad92a9,366,6,1996-12-09 12:45:06+00:00,98
f92cb1a5-29d8-3a45-8c12-173d2918fb73,347,7,1988-03-07 16:35:37+00:00,2
eacb843b-c16c-34e5-976f-6c5f4568003d,347,4,1996-05-21 22:48:58+00:00,99
1d17a92f-a19c-3a61-9138-159a8218825e,347,5,1984-03-15 14:46:54+00:00,100
037aac5e-f105-3927-9e8a-7b8cc88aa2cc,347,2,1997-08-29 21:52:04+00:00,101
69ebf89f-5349-364c-9db5-8f64015c4eda,347,7,1995-08-13 23:21:42+00:00,102
45895d46-4786-3124-946a-6a68cc765464,347,4,2008-02-06 15:53:19+00:00,103
d6e84f93-079c-3fb1-887e-5e537c20179e,347,4,2007-12-09 03:10:14+00:00,104
f3dcae55-f076-30c5-9182-41e5f264a517,347,7,1977-07-15 15:29:32+00:00,105
dc6830f7-83bf-3f1c-aa28-95635c8357f7,347,4,1986-12-28 18:01:08+00:00,106
12f3806f-2a6f-3d70-9db3-19840920d0f3,347,5,1997-06-28 13:48:41+00:00,107
9708cf32-6e64-3306-96b6-58ff0fafb13c,347,1,1980-09-16 11:51:18+00:00,108
36d8c890-310d-3482-a100-c5357bc1fa60,347,5,1974-01-25 09:41:11+00:00,109
64c33fa1-1033-3c22-ac8b-ab4084d5ebb1,347,6,2015-05-16 15:51:17+00:00,110
88637146-f246-3bed-aff8-fe005830ecf6,347,6,2014-10-11 20:37:42+00:00,111
0ddf0c52-4823-3e6e-b485-14c07920ce88,347,5,2014-04-29 08:50:26+00:00,112
73a66a90-0697-3f12-a490-66ecd4e56473,347,4,2000-11-07 16:18:49+00:00,113
c20287df-d8c8-3710-8b81-a1a17cdc6894,347,2,1975-12-10 00:47:12+00:00,114
5a7300bb-7aef-3ac3-b23a-c274363cd6b0,347,7,1977-06-06 18:12:03+00:00,115
3be4a8b5-605e-3ceb-8ef8-a3b9ed0acbf5,347,5,1982-08-30 17:05:33+00:00,116
e1548c7c-67de-3e80-bcd8-47bc8913c3ce,347,4,2005-08-12 18:34:12+00:00,117
17d4a4f1-b58b-3a90-b291-556295455690,347,2,2004-09-04 00:39:47+00:00,118
6eca97d1-51a8-3662-a93f-5974e8948bce,347,4,1973-10-24 12:38:39+00:00,119
ef25a341-23aa-3737-9f9e-18324aa916ea,347,1,2000-02-20 06:49:43+00:00,120
08dd9d1c-f4f2-30a5-8fd7-d27be46d7c54,347,6,2006-12-05 14:43:07+00:00,121
791b28ab-a998-34d1-b89d-73c53d574847,347,5,2020-01-15 11:23:23+00:00,122
7dc39934-43e5-3623-9bb3-66682aa7986a,347,5,1998-08-22 08:21:22+00:00,123
9c67185f-be05-3a22-b4b9-d74f77faf5c4,347,6,2000-02-09 19:46:26+00:00,124
bcb7bb7d-b31b-3262-a4be-04897fe2a5f8,347,1,2011-03-25 14:26:19+00:00,125
acbed674-5194-3657-817b-e957261fe8e4,347,2,1977-06-20 17:36:49+00:00,126
b7601905-9603-3927-97c3-b46cffd5b7d1,347,5,2015-03-22 17:45:52+00:00,127
a7c75ee6-6ed8-3ba7-9d79-c57fd359b641,347,2,2005-09-10 07:57:13+00:00,128
50b1c4d8-8460-3e4c-b19b-c916c0103494,347,3,1986-01-27 22:33:34+00:00,129
e5dc2aaa-a38d-30a0-8c63-894139efc159,347,2,2016-04-22 21:23:23+00:00,130
3fe25f62-2744-3956-9370-63049a731c91,347,5,2006-06-06 13:10:32+00:00,131
8d3855d1-2b76-36b0-8b96-51cc4df067d3,347,3,1991-01-05 00:39:57+00:00,132
d1e031b4-c266-3892-bf79-01175ec856d4,347,7,2007-02-08 00:04:36+00:00,133
55b72009-8adf-3efa-adc5-abb397df20bd,347,2,2001-12-10 18:02:29+00:00,134
2d14d345-b96f-3dcd-9636-49f3ee2bf635,347,3,1998-01-29 01:22:11+00:00,135
9290d446-9db2-3c65-8a6d-9f3ad0ae09f3,347,2,2008-09-01 12:54:55+00:00,136
fe652efc-5b3a-3608-bd87-d0f692fa38d1,347,7,2013-04-22 04:46:34+00:00,35
5f9bd4a9-d4d7-3026-a9ef-123e4ca3a371,347,7,1979-02-19 13:12:55+00:00,137
4af480a9-75e5-36d9-b3b6-547b45cc17f7,347,3,2004-11-27 20:30:53+00:00,138
b1d32df6-a7e3-3721-adb7-9de368569532,347,6,1978-08-16 12:53:05+00:00,139
a1dee508-be30-3c25-a10c-3ff07163f310,347,1,1985-10-13 12:38:39+00:00,140
cc6157d5-ed16-3156-b75e-f2de78ec0778,347,4,2011-09-12 01:53:23+00:00,141
22766402-ad5c-39d5-8c43-18b85a68b151,347,4,2006-09-02 12:19:08+00:00,142
c761379e-4a28-3ee6-b36a-4abdc0a2da4e,347,7,2010-09-18 16:39:27+00:00,143
31f89598-5ffb-390c-ad09-608fb3862a08,347,6,2019-11-19 07:49:12+00:00,144
83775804-ee14-3757-bfb8-562912f17f45,347,3,1987-04-22 08:29:48+00:00,145
277551d7-54d7-3a69-a703-2bf4c8f5f770,347,6,1970-06-13 20:56:21+00:00,146
e0d3160c-0286-3712-a09b-aa9be6e835b0,326,4,1987-04-22 05:40:31+00:00,147
27091997-bc64-32bb-b81e-0645dde945ca,326,5,1988-06-15 23:50:13+00:00,148
126e1269-b0ea-329a-83e9-231c37719db9,326,4,1973-06-11 02:37:33+00:00,149
ea4d374e-4262-3356-95a3-d40c9b4f72e9,326,6,1977-06-15 01:44:54+00:00,150
cbb7b8c7-9585-374a-abd2-41bfd24135af,326,4,1981-07-25 14:49:53+00:00,151
366569f1-8512-3bd0-ae52-7dc630a4f8a2,326,2,1995-01-30 13:48:49+00:00,152
3f60cba4-a51c-3e10-81fc-393672fd2fc5,326,7,1989-10-26 23:39:45+00:00,153
787031bb-8d70-320a-a19b-e470525c8dc7,326,3,2000-03-23 16:13:17+00:00,154
e5460f49-4c0a-3c3c-a332-c41f82119401,326,1,1980-02-10 20:15:04+00:00,155
31587a00-b52b-3741-bd5b-c959ef40d121,326,1,1975-08-23 03:40:17+00:00,156
ac424f7f-0de5-3ae5-9e1f-20e83c3d5d62,326,7,1984-12-11 21:45:09+00:00,157
7314776d-2fa1-3530-8866-5718ef452b85,326,2,1991-07-15 18:44:54+00:00,158
645a7b43-e891-3c58-8465-78ea21a357a4,326,7,1992-09-10 19:50:35+00:00,159
031a20ae-3b3a-32b4-b2b7-a183e0026de8,326,2,2004-08-08 18:09:11+00:00,160
a14e5cd1-a272-36bb-a981-b12c01f62b84,326,5,2004-04-06 09:55:10+00:00,161
5f129ea5-ba81-35df-adf3-836d1df60536,326,5,1999-06-17 00:03:36+00:00,162
fdf273c1-c4c7-302a-9679-a1a773fa914e,326,5,1992-07-05 03:53:12+00:00,163
699ad3b4-87ef-3a22-b506-1c9e49e09749,326,7,1993-09-23 11:34:20+00:00,164
2192e0a2-04b0-3c41-9740-4d098f0a0808,326,7,2003-05-28 08:56:22+00:00,165
6e3a8a3d-49bc-3b55-befe-742fb1105ddf,326,5,2005-11-17 18:52:54+00:00,166
dbdb3d50-517b-322a-864e-c8b2ceeb2b18,326,6,2015-06-19 12:54:54+00:00,167
4532fcb3-2158-32c6-bd08-5b0d1d02e0ac,326,6,1984-12-07 19:00:15+00:00,168
9bc7f276-2661-3f30-b697-a6e69306cbb1,326,6,1995-09-29 15:00:11+00:00,169
0d47c45c-9a2e-3673-903e-2ba8ac5750b9,326,6,1997-05-18 20:29:54+00:00,170
b6c67429-76c2-3b6d-a2b1-af4c094305de,326,3,2018-11-05 13:39:28+00:00,126
d151dd66-f2ce-345d-a286-37d1e381f3a1,326,5,2009-07-14 19:33:19+00:00,171
f8aa154c-682e-32e8-b598-97101ab96f7c,326,4,2012-03-23 23:37:04+00:00,172
bc1a0bc7-4d3d-38f1-9b6c-3fe7f65471e2,326,7,1970-07-01 21:53:23+00:00,173
f3692b14-bdfc-32bd-ae35-a6605623ce55,326,7,1979-09-04 10:39:28+00:00,174
08217ca0-6f20-3371-aa2b-025a35b159c3,326,2,1983-05-06 14:47:02+00:00,175
b16226f4-d074-3b56-8e30-cff3c5417ed5,326,2,1997-11-30 18:35:12+00:00,176
a7098ae9-cc0b-309e-b9a3-d23f07603efe,326,3,1970-12-02 09:03:13+00:00,177
d6778aa7-c38f-3f77-9a9b-7514557b687c,326,4,2018-07-04 05:45:11+00:00,178
91fc409f-3261-3046-86ec-5e3cfc86536c,326,3,1980-10-09 19:19:52+00:00,179
3b85ec58-a472-31c8-aa36-5e3cf89a153c,326,6,1985-08-25 14:56:29+00:00,180
4a543582-eacf-3254-8690-976dc00d6320,326,3,1990-11-15 05:02:08+00:00,181
87cc624f-8c74-3519-815b-e8ef22e35675,326,7,2001-11-24 14:02:04+00:00,82
1c7ce395-e0cc-31f9-8176-aaa67c1a808d,326,4,1988-10-01 01:03:57+00:00,182
eebd78f7-330d-3f0c-9198-74ff250b1ba9,326,3,1984-09-04 11:13:45+00:00,183
8cddeece-e6be-33f2-afae-cee192483151,326,6,1979-11-27 01:03:39+00:00,184
969bedd9-c6d3-33f9-94fc-d49ce9c658bd,326,6,2010-07-24 09:13:03+00:00,40
c6d352fb-2ced-3ebe-a8a4-d28b9c167f23,326,7,1998-02-21 19:33:22+00:00,185
1771cae3-8fb6-321b-847a-44af5bec6ce3,326,7,1998-08-20 20:11:38+00:00,186
7d4447e1-e06e-3b5a-a8b3-52bc8931c342,326,4,2009-03-17 20:23:24+00:00,187
5a1124fd-3e7d-3b6b-8d28-936a3c2906cc,326,7,2001-12-26 17:58:05+00:00,188
55206566-8cbd-3d40-b779-8046909f989f,326,4,1976-01-29 19:57:21+00:00,189
2c8c6395-7219-3de1-a749-3a6f21262708,326,3,2010-08-26 02:48:53+00:00,190
4fee1f23-0919-320b-8be5-bd4ec2e189d3,326,2,1974-05-31 02:41:17+00:00,191
82e6a222-7e31-3ec7-8ec8-e05aaae82489,326,2,1972-05-21 04:31:16+00:00,192
c1a0225a-a2e0-3ea2-8146-1090bbf76a68,326,4,1998-03-02 17:08:07+00:00,193
dfe10c47-b5fb-33f5-8c60-f1b1cd5592be,290,5,2014-11-14 11:13:59+00:00,147
b5dd2026-92e5-3994-bc5a-d9313f90e1cf,290,4,2003-03-09 14:32:38+00:00,194
49135431-ecda-3c25-a8e3-53a9f529e9fe,290,2,2020-02-03 06:01:56+00:00,195
d06a2d7d-386b-304b-b0d1-bbedca745a68,290,7,1994-04-24 09:55:28+00:00,196
a5edd077-c5d8-3da3-ae6b-2d3321b17ace,290,1,1995-11-09 17:01:49+00:00,197
306ceb28-6dc9-3dda-a53c-51235b868514,290,2,1997-03-21 12:01:07+00:00,198
166536b3-df70-3064-959c-b1e4de1ec417,290,2,1970-09-29 14:48:42+00:00,199
bb2f8c6e-a951-3bfd-9ae5-456ba8e33eff,290,5,1978-07-09 06:36:10+00:00,200
ab26c55a-f77c-38c6-acc0-c3f82262978e,290,5,2013-12-05 03:01:35+00:00,201
1196c082-5f32-37ce-b84c-28d3cc9a9d2c,290,2,1991-08-31 03:46:09+00:00,202
dad07335-bedd-35a9-b138-08cbc575cee2,290,5,2014-01-29 14:40:04+00:00,11
3ea9adb0-e4f7-3119-baf9-70657bbd378c,290,4,1978-11-12 20:09:34+00:00,203
9ae583d9-43e4-32af-bd79-4797940c1fde,290,2,1971-02-06 21:20:10+00:00,203
81f77591-a205-37ee-9dbe-dccb9dabb69f,290,7,2015-05-28 05:02:52+00:00,204
0c4e3294-5c9c-3e0b-b271-a4836a751b5b,290,4,1984-11-18 20:26:32+00:00,205
1b4c843d-4dcb-3a56-9cd8-ee1eb576ad1c,290,5,2014-01-29 05:10:17+00:00,206
2bab90d3-d233-3829-ba50-da86bbf46199,290,4,1982-02-06 03:54:53+00:00,207
e47f951b-6997-3376-9796-3f03ab6930dd,290,4,2019-02-03 10:30:34+00:00,165
44126ad1-ed2d-3a10-adda-10dc952d2b1d,290,2,1987-03-05 00:21:32+00:00,208
f262a3c2-ec8c-3f31-a4fb-32714f332455,290,7,1986-01-19 06:12:19+00:00,209
8700664f-490d-32ea-99df-f85f6e47c27d,290,1,1990-11-28 05:16:33+00:00,210
6d52498a-5d72-33b8-9ca6-0fe748fa36f8,290,5,2011-09-09 06:18:51+00:00,211
ee02cb89-803d-30f0-81f2-9201ca40ab83,290,6,1997-02-28 00:53:48+00:00,212
95cfdcdb-3e90-3c4e-8330-23d0fbcbc0e6,290,2,1982-10-07 11:08:18+00:00,213
8bca7faa-d50b-3e91-a4e1-b8bf59ec0175,290,5,2008-06-10 04:13:06+00:00,214
f79e1cc7-e1b4-3fe0-815b-08a35b77e415,290,6,1986-10-02 10:57:40+00:00,215
7c58285a-12c6-3850-bfd0-f3dc0404b54c,290,4,1996-03-16 20:57:04+00:00,24
724ebb8e-9f14-3e33-8668-379c866d7f58,290,5,1989-09-13 02:05:39+00:00,216
20a213d3-e763-3a1b-8d2a-2fc46d5175c2,290,2,1972-02-29 03:34:33+00:00,217
072999cf-b884-3df3-8ffe-bcd33986e318,290,5,1979-01-09 00:28:24+00:00,218
3a67ee61-9e6b-3acd-a8bb-506cdda6c270,290,2,1979-05-15 18:44:24+00:00,219
2607fef4-cd06-304c-ac4e-a5de4ee85f27,290,5,2006-07-26 07:36:40+00:00,220
5430f2a6-c041-358d-98f9-8531c9238065,290,3,2006-03-26 18:20:02+00:00,221
91030629-09f0-35ce-ac24-4d1f5bf7ecab,290,3,1993-10-10 00:51:11+00:00,222
c0a2e0ea-a25f-3f59-96fa-19abce2785ad,290,1,1986-07-15 15:04:00+00:00,223
e95e1550-a134-3b56-867b-8f37ba814f26,290,4,1972-09-24 05:33:33+00:00,224
c5a68853-0a8d-3e3a-891a-b2654791ffe8,290,6,1973-02-19 03:04:44+00:00,225
d57af7a2-c280-32cc-82bd-65f570c82aeb,290,3,1973-04-07 10:45:49+00:00,226
4ee5a989-bf5e-3d4f-a356-0d8c596c747b,290,2,2016-10-18 00:11:00+00:00,227
59519c55-fc8c-39d5-afab-02f25690c600,290,1,1990-09-04 20:04:44+00:00,228
7777a143-3e3e-3e0f-9554-475e2b1cae76,290,7,1988-08-30 18:27:53+00:00,229
01fef86b-9635-394f-b549-98d440a2c0a5,290,7,1976-04-13 16:07:49+00:00,230
a0725cbf-514e-3618-8140-1b390b7ebfcd,290,4,1983-06-07 10:41:51+00:00,231
b03c2545-df6c-3291-8e3e-155bc7bd8b27,290,7,2015-01-01 12:28:38+00:00,232
35a7dc79-0ff4-3b91-9db2-79797a56b01d,290,5,1994-10-24 19:32:29+00:00,233
cafb20fe-c70e-3a8e-8a57-0773900780bd,290,1,1983-01-08 03:33:37+00:00,234
637daff7-8037-3eac-9af4-3e7175572083,290,1,2001-05-21 01:09:33+00:00,235
fd1c957f-bf69-3a4a-a24f-a2cfc0e1565d,290,1,1972-02-04 08:11:42+00:00,236
5e07675d-7438-3dc4-a90c-aa1e263c01cd,290,5,2016-05-16 05:14:37+00:00,237
68dab222-46b8-3129-8321-f76cd409d678,290,5,1996-12-07 03:15:04+00:00,238
02dd53f7-843d-3df5-b8b1-17d57d7ad496,316,6,2019-01-06 02:40:41+00:00,147
82a9376a-ffc5-39a5-8283-a1788f600f33,316,7,2009-11-12 10:25:30+00:00,239
363d1424-939e-362f-a458-195fe224f8ce,316,6,2013-02-23 14:40:50+00:00,240
2c6414ea-8138-3ede-820a-809c18c54687,316,5,2017-07-26 02:04:54+00:00,241
ee90754a-f12b-3ca9-8472-33bc6a5923e8,316,4,2014-10-30 09:08:00+00:00,242
9b96ee5a-b7d8-3e1e-a4ea-7a8333795718,316,1,1991-05-27 06:13:56+00:00,243
7cf9d50f-6dc6-37a1-b48a-47647eaddb9e,316,4,1989-08-21 19:32:43+00:00,244
cb96389f-398c-3771-859a-05e71379af25,316,1,1989-08-12 06:23:17+00:00,245
4f9c3d9a-6142-3246-a2ec-6c99265310b5,316,4,2013-08-21 20:13:46+00:00,246
0d0b3473-6049-3498-855c-f2d605897ebf,316,2,1980-10-12 16:25:02+00:00,247
26b769d3-1215-3b53-8594-8cbb18306b84,316,4,1988-05-20 16:39:22+00:00,248
db9ad00e-525f-31a3-b927-4505fda82456,316,2,1999-02-11 06:07:47+00:00,249
3f3493b3-f134-33d6-aa39-fbd70d8a8151,316,7,1972-05-21 02:50:40+00:00,250
91c78d45-8663-332a-8371-4083139218a4,316,6,2014-09-26 15:32:44+00:00,251
b0f2a594-4b83-34e7-88b6-97f21d4cc37b,316,1,2005-01-22 10:23:13+00:00,252
59e2a329-1387-3ca4-93fe-c591b0e5fc32,316,4,2008-08-18 04:00:55+00:00,253
e093f506-c281-3bac-82e7-f4c37635ec6e,316,5,1978-03-29 14:29:22+00:00,254
a6d6d2cf-c26d-3515-88fb-293226ee9326,316,6,1970-05-13 08:25:35+00:00,255
b684e947-fedb-39f0-992b-7c469aedf671,316,5,2012-08-15 20:11:39+00:00,256
07cf2545-266e-39be-a09d-7b6357385b4f,316,7,2005-08-11 13:09:42+00:00,257
1c23afe7-6bc5-376a-b645-ed6d2f281013,316,1,2008-05-03 02:51:12+00:00,258
e508aa9c-ea2d-3288-aafb-203935c851c1,316,3,2010-01-05 16:57:19+00:00,259
4a15ab15-5d17-35e0-b7b8-6986a1fd80a1,316,5,1987-10-23 20:46:08+00:00,260
6dfda6bc-0933-3838-bc6c-0f81c44109bc,316,3,2011-07-13 15:15:09+00:00,261
641245e6-9799-3fb1-9f23-679e8cda6a14,316,4,1999-02-20 03:34:43+00:00,74
e9e84e66-438a-3720-81ec-198166e0a950,316,6,2018-02-04 14:58:52+00:00,262
54eb0f0b-f74d-34be-8446-e6723acd9241,316,5,1994-10-06 00:58:31+00:00,263
fda8b716-b7a5-3cf6-b750-e2cda40a62a6,316,3,1995-04-11 13:50:04+00:00,264
d610c306-ae8f-3a04-931b-92be07581000,316,7,1984-10-27 21:51:39+00:00,265
